# Lindstrom Triangulation
# disp_scale=1.000000, disp_offset=0.000000mm
# anchor_mode=0, anchor_threshold=30.000000mm
# id x_orig y_orig z_orig x_target y_target z_target movement_mm is_anchor
43589 50.625000 54.625000 0.904780 50.033302 54.581782 0.843469 596.433752 0
43593 50.625000 54.549900 1.625000 50.033506 54.511500 1.560483 596.239937 0
43598 50.625000 54.633598 1.125000 50.022223 54.580251 1.066801 607.925011 0
43610 50.625000 52.625000 2.954180 49.986812 52.583749 2.891397 642.594389 0
43628 50.875000 54.375000 0.194915 50.291357 54.339728 0.142142 587.084642 0
43631 50.875000 54.625000 0.221759 50.264321 54.552016 0.157163 618.407389 0
43634 50.625198 54.625000 0.875000 50.076318 54.620443 0.806418 553.166343 0
43635 50.645000 54.625000 1.625000 50.063737 54.595395 1.554620 586.256061 0
43640 50.761902 54.625000 2.875000 50.162968 54.568345 2.817890 604.312112 0
43641 50.875000 54.875000 0.230080 50.279135 54.815142 0.168408 602.030849 0
43643 50.672100 54.875000 0.625000 50.089410 54.834475 0.564618 587.210577 0
43646 50.687801 54.875000 1.375000 50.106984 54.838463 1.309678 585.619920 0
43652 50.875000 54.875000 2.858130 50.277329 54.806055 2.805521 603.930082 0
43655 50.747700 55.125000 0.375000 50.138249 55.054147 0.310449 616.942246 0
43656 50.740398 55.125000 0.625000 50.193353 55.117476 0.564452 550.437128 0
43666 50.875000 54.957100 2.875000 50.285913 54.903064 2.815024 594.592630 0
43667 50.875000 55.375000 0.270612 50.293789 55.320485 0.209984 586.901516 0
43671 50.759399 55.375000 1.125000 50.173139 55.318221 1.066746 591.876925 0
43678 50.875000 55.375000 2.723590 50.301011 55.332493 2.656784 579.424805 0
43682 50.830200 55.625000 0.625000 50.276464 55.586446 0.564529 558.360365 0
43684 50.800900 55.625000 1.125000 50.229301 55.576903 1.063815 576.873000 0
43694 50.867401 55.875000 0.625000 50.300458 55.824510 0.564713 572.370148 0
43695 50.868500 55.875000 0.875000 50.300534 55.823637 0.814569 573.476419 0
43696 50.846401 55.875000 1.125000 50.260096 55.805175 1.070376 592.969079 0
43711 51.125000 53.125000 0.171120 50.508066 53.101895 0.117787 619.666246 0
43739 51.125000 55.375000 0.191728 50.567549 55.337586 0.141062 560.997721 0
43740 51.125000 55.625000 0.207622 50.563421 55.580012 0.152087 566.108196 0
43741 50.883301 55.625000 2.625000 50.326423 55.606100 2.549231 562.327042 0
43742 51.125000 55.875000 0.219584 50.558088 55.818567 0.159986 572.823014 0
43747 51.375000 52.375000 2.722200 50.729964 52.318176 2.657837 650.724507 0
43791 51.625000 53.604301 2.625000 50.997684 53.496480 2.578851 638.185355 0
43792 51.625000 53.625000 2.631980 51.004015 53.544113 2.575917 628.735047 0
43795 51.625000 53.875000 2.689160 51.016208 53.825153 2.618548 614.896821 0
43799 51.625000 54.375000 2.687940 51.020932 54.297673 2.631584 611.599494 0
43805 51.625000 55.125000 0.199077 51.038437 55.053677 0.138192 594.011651 0
43820 51.875000 52.375000 2.781690 51.230183 52.317363 2.713039 651.017700 0
43821 51.875000 52.625000 2.768480 51.234610 52.552468 2.707216 647.389384 0
43822 51.875000 52.875000 2.759680 51.239407 52.799297 2.699773 642.882945 0
43825 51.717701 53.375000 2.625000 51.092237 53.295893 2.567328 633.079185 0
43826 51.875000 53.375000 2.693050 51.251579 53.305453 2.630012 630.448122 0
43831 51.774700 53.875000 2.625000 51.159383 53.791159 2.569629 623.466253 0
43834 51.875000 54.125000 2.598580 51.259708 54.009113 2.554630 627.651048 0
43848 51.875000 55.125000 2.657470 51.289306 55.047064 2.598062 593.835213 0
43850 51.875000 55.375000 2.657140 51.299625 55.316592 2.588856 582.348719 0
43873 52.078098 55.625000 0.125000 51.498728 55.512579 0.051433 594.744032 0
43878 52.082802 53.875000 2.625000 51.464707 53.756321 2.582341 630.829549 0
43880 52.004902 54.375000 2.625000 51.406118 54.313915 2.557849 605.626017 0
43887 52.125000 55.625000 2.599440 51.555488 55.566386 2.529308 576.799929 0
43888 52.125000 55.793800 2.625000 51.563128 55.752302 2.546531 568.840720 0
43889 52.125000 52.375000 2.783640 51.479013 52.301823 2.720300 653.196883 0
43890 52.125000 52.625000 2.786780 51.484532 52.557152 2.720036 647.501063 0
43891 52.125000 52.875000 2.730850 51.488605 52.783062 2.675233 645.402655 0
43895 52.125000 53.875000 2.633990 51.510512 53.783003 2.577726 623.879196 0
43896 52.125000 54.125000 2.631930 51.516075 54.033641 2.575423 618.327227 0
43899 52.125000 55.125000 2.657500 51.537383 55.031515 2.603073 597.491261 0
43901 52.125000 55.875000 2.648410 51.552319 55.775796 2.596529 583.520367 0
43904 50.875000 55.937401 0.375000 50.326710 55.902317 0.317809 552.380274 0
43906 50.919399 56.125000 0.375000 50.399387 56.107800 0.321970 522.991741 0
43907 51.375000 56.125000 0.184383 50.831503 56.076842 0.134313 547.918525 0
43910 50.875000 55.913601 0.625000 50.305371 55.857156 0.564751 575.581246 0
43911 50.913502 56.125000 0.625000 50.380834 56.104409 0.564558 536.481501 0
43912 50.875000 55.915401 0.875000 50.304947 55.861419 0.815079 575.729964 0
43914 50.875000 55.999001 1.125000 50.347185 55.980671 1.051584 533.211654 0
43918 50.875000 55.944500 1.625000 50.303426 55.882975 1.566999 577.794475 0
43925 50.959099 55.875000 2.875000 50.394137 55.826168 2.810670 570.705325 0
43926 51.029598 56.125000 2.875000 50.484372 56.102785 2.795035 551.506459 0
43954 11.600700 52.875000 0.375000 11.599888 52.887701 0.374560 12.734307 0
44006 11.808700 53.625000 1.625000 11.332182 55.772399 1.361164 2215.400470 0
44014 11.850600 53.875000 0.875000 11.399636 55.958818 0.607732 2148.743761 0
44023 11.875000 53.913399 0.875000 11.423929 56.040485 0.608018 2190.716615 0
44024 11.875000 53.954498 1.125000 11.427431 56.064374 0.857862 2173.305748 0
44038 11.891300 54.125000 0.625000 11.457146 56.214172 0.358327 2150.405175 0
44042 11.936600 54.125000 0.875000 11.502218 56.213136 0.607901 2149.498270 0
44045 11.926100 54.125000 1.125000 11.490672 56.234520 0.857944 2170.481871 0
44661 15.625000 54.484100 -0.125000 15.647524 54.521282 -0.131598 43.969884 0
44674 15.690700 54.375000 -0.125000 15.682805 54.359069 -0.123495 17.843746 0
44680 15.875000 52.875000 0.119405 15.913230 52.898027 0.111379 45.345180 0
44681 15.875000 53.125000 0.100701 15.847788 53.105579 0.106388 33.912043 0
44683 16.125000 53.625000 0.100244 16.118991 53.621612 0.101552 7.021543 0
44702 15.875000 55.875000 0.060199 15.835980 55.835368 0.088281 62.304621 0
44745 15.375000 52.375000 0.070371 15.348200 52.363098 0.078535 30.439078 0
44753 13.875000 52.625000 0.084259 13.873788 52.615322 0.087723 10.350332 0
44754 14.125000 52.625000 0.076259 14.121428 52.601289 0.089882 27.578128 0
44755 14.375000 52.625000 0.061816 14.355048 52.581095 0.090948 56.341410 0
44760 15.625000 52.625000 0.094875 15.622284 52.622238 0.095018 3.876609 0
44767 13.875000 52.875000 0.089581 13.874702 52.864203 0.093205 11.392919 0
44768 14.125000 52.875000 0.076980 14.122725 52.854638 0.085854 22.328103 0
44769 14.375000 52.875000 0.060420 14.362873 52.827011 0.091226 58.301069 0
44781 14.125000 53.125000 0.080052 14.122660 53.100882 0.088285 25.591239 0
44782 14.375000 53.125000 0.075316 14.366134 53.090053 0.088903 38.529355 0
44796 14.375000 53.375000 0.093206 14.374846 53.377205 0.092116 2.464913 0
44797 14.625000 53.375000 0.070424 14.611093 53.330776 0.090640 50.575043 0
44810 14.375000 53.625000 0.090271 14.374398 53.620447 0.091639 4.791997 0
44825 14.625000 53.875000 0.089345 14.625104 53.881297 0.086368 6.965793 0
44826 14.875000 53.875000 0.068838 14.865719 53.846249 0.083884 33.751294 0
44839 14.875000 54.125000 0.070624 14.868940 54.094429 0.088810 36.083897 0
44853 15.125000 54.375000 0.063294 15.115632 54.351731 0.073591 27.115241 0
44866 15.125000 54.625000 0.064713 15.118409 54.606025 0.074975 22.555946 0
44867 15.375000 54.625000 0.057895 15.346571 54.583608 0.083680 56.447836 0
44880 15.125000 54.875000 0.082336 15.126661 54.882555 0.078616 8.583474 0
44895 15.625000 55.125000 0.059018 15.595233 55.084003 0.079107 54.501566 0
44908 15.375000 55.375000 0.089499 15.374280 55.373367 0.089348 1.790957 0
44921 15.375000 55.625000 0.087845 15.376339 55.630377 0.085175 6.151240 0
44922 15.625000 55.625000 0.064548 15.604059 55.589848 0.082755 44.784975 0
44925 52.375000 52.875000 2.724150 51.739532 52.772122 2.672273 645.828406 0
44934 52.375000 53.875000 2.728790 51.759149 53.757098 2.681404 628.823648 0
44936 52.375000 54.125000 2.714720 51.766016 54.019983 2.663848 620.063134 0
44938 52.375000 54.375000 2.716600 51.773678 54.291763 2.655111 610.161853 0
44940 52.139999 54.625000 2.625000 51.542984 54.538757 2.566659 606.026956 0
44941 52.375000 54.625000 2.693590 51.780837 54.565172 2.620727 601.596367 0
44943 52.375000 54.875000 2.676190 51.782610 54.776416 2.621836 602.992144 0
44949 52.375000 55.375000 2.626310 51.800165 55.319936 2.553824 581.998395 0
44953 52.343300 55.875000 0.125000 51.770091 55.759182 0.060075 588.385777 0
44955 52.375000 55.875000 2.657100 51.805691 55.785231 2.598701 579.294161 0
44956 52.625000 52.375000 0.215741 51.972352 52.324504 0.160080 656.960691 0
44959 52.625000 52.625000 0.190639 51.967915 52.570137 0.138626 661.419900 0
44962 52.625000 52.875000 0.177110 51.984346 52.795704 0.119477 648.110679 0
44964 52.625000 52.875000 2.754850 51.991032 52.762557 2.705843 645.724767 0
44970 52.625000 53.375000 2.766410 52.000620 53.276140 2.709272 634.734772 0
44972 52.625000 53.625000 2.736110 52.006193 53.543464 2.671269 627.514152 0
44975 52.625000 53.875000 2.734840 52.011645 53.794011 2.669421 622.127555 0
44981 52.625000 54.625000 2.714470 52.029295 54.536629 2.653191 605.333936 0
44993 52.875000 52.375000 0.500942 52.247058 52.225817 0.438028 648.479370 0
44994 52.875000 52.291000 0.625000 52.214724 52.218390 0.564632 666.993484 0
44996 52.797401 52.375000 0.875000 52.154628 52.270650 0.815628 653.889524 0
44997 52.802700 52.375000 1.125000 52.180532 52.225597 1.077121 641.643795 0
45009 52.834000 52.625000 1.375000 52.205569 52.495367 1.325105 643.599150 0
45010 52.832901 52.625000 1.625000 52.187108 52.540287 1.560054 654.555388 0
45019 52.875000 52.730301 1.625000 52.232581 52.643602 1.560902 651.404780 0
45037 52.875000 53.875000 0.223138 52.259010 53.789310 0.164318 624.696531 0
45040 52.875000 54.125000 0.206842 52.259128 54.049242 0.150720 623.046894 0
45044 52.875000 54.375000 0.188568 52.264794 54.301867 0.132962 617.083790 0
45046 52.875000 54.375000 2.717580 52.273012 54.259396 2.665479 615.197664 0
45047 52.875000 54.625000 0.183538 52.280779 54.520507 0.121374 606.533058 0
45049 52.875000 54.625000 2.735940 52.278123 54.479514 2.696668 615.605627 0
45050 52.875000 54.875000 0.169040 52.284929 54.772514 0.107531 602.054920 0
45052 52.875000 54.875000 2.736150 52.284445 54.743364 2.693220 606.568831 0
45055 52.875000 55.125000 2.768790 52.289019 55.007995 2.717401 599.753776 0
45060 52.875000 55.625000 2.775320 52.299875 55.518276 2.718295 587.716703 0
45061 52.875000 55.875000 2.780190 52.305421 55.768283 2.723544 582.252104 0
45063 52.905899 52.625000 0.375000 52.244516 52.575319 0.319630 665.553250 0
45064 52.922298 52.625000 0.625000 52.304386 52.471463 0.564522 639.567107 0
45069 52.889400 52.875000 1.375000 52.247280 52.791235 1.310013 650.813484 0
45070 52.943298 52.875000 1.625000 52.313660 52.748144 1.572838 644.404353 0
45075 52.944000 53.125000 1.125000 52.307622 53.046628 1.061106 644.361133 0
45114 53.125000 54.125000 1.369210 52.513996 54.028656 1.306705 621.703021 0
45121 53.125000 54.375000 0.257707 52.526685 54.246949 0.194819 615.087228 0
45133 53.125000 54.875000 0.222234 52.543345 54.737344 0.156518 601.323813 0
45136 53.125000 55.125000 0.208211 52.542256 55.015766 0.146328 596.113992 0
45139 53.125000 55.375000 0.202197 52.539513 55.291564 0.145110 594.150812 0
45142 53.125000 55.625000 0.185708 52.554781 55.497635 0.121467 587.790724 0
45146 53.125000 55.875000 2.793400 52.558125 55.790112 2.727344 576.989263 0
45166 53.185200 54.375000 0.875000 52.575433 54.292733 0.812557 618.451972 0
45170 53.151501 54.375000 1.875000 52.537744 54.302713 1.798913 622.665404 0
45193 53.313599 55.125000 1.125000 52.733713 54.983690 1.069552 599.424931 0
45241 53.482498 55.875000 1.125000 52.897743 55.805374 1.056191 592.891552 0
45265 52.375000 55.931801 0.125000 51.808274 55.855000 0.066326 574.908478 0
45274 53.512299 56.125000 1.625000 52.972528 55.955753 1.590936 566.707628 0
45281 52.875000 56.125000 2.791150 52.311286 56.021662 2.733366 576.013326 0
45282 53.125000 56.125000 2.817340 52.562360 56.021232 2.757623 575.236822 0
45312 48.375000 40.514301 -0.875000 47.460511 40.513855 -0.939097 916.732967 0
45349 48.375000 41.875000 -0.704537 47.477430 41.844468 -0.776903 901.000228 0
45357 48.625000 40.569000 -0.875000 47.714552 40.572015 -0.935825 912.482307 0
45385 48.625000 42.125000 -0.382944 47.734831 42.086044 -0.451638 893.664897 0
45386 48.625000 42.119598 -0.375000 47.738339 42.090303 -0.441791 889.655714 0
45428 48.791199 42.625000 -0.125000 47.936806 42.647122 -0.182929 856.640042 0
45526 49.625000 42.452099 -1.125000 48.757241 42.433400 -1.185059 870.036051 0
45551 49.875000 40.875000 -0.601055 48.968784 40.818271 -0.666728 910.361810 0
45554 49.875000 40.965801 -0.625000 48.974258 40.935287 -0.686391 903.346997 0
45564 49.648998 42.375000 -1.125000 48.783142 42.366741 -1.182033 867.771470 0
45581 50.125000 40.630501 -0.875000 49.214820 40.578200 -0.940546 914.034527 0
45584 50.125000 40.875000 -0.432076 49.216331 40.783044 -0.499727 915.812266 0
45602 50.125000 42.962799 -1.375000 49.267738 42.921818 -1.439215 860.639513 0
45763 51.018299 44.125000 -1.375000 50.188308 44.066579 -1.437364 834.378084 0
45825 16.375000 54.125000 0.116811 16.384180 54.131142 0.114579 11.268261 0
45826 16.375000 54.375000 0.080767 16.367554 54.370465 0.082555 8.899698 0
45829 16.625000 54.875000 0.100478 16.606001 54.859943 0.104468 24.568182 0
45833 16.625000 55.375000 0.019223 16.630451 55.381951 0.017752 8.955595 0
45836 16.875000 55.625000 0.120194 16.856483 55.607304 0.123443 25.818402 0
46515 16.125000 59.375000 0.063774 16.123479 59.349981 0.075547 27.692434 0
46517 16.125000 59.625000 0.042393 16.126803 59.598789 0.058427 30.779034 0
46612 15.375000 57.375000 0.073057 15.379880 57.349663 0.085155 28.497799 0
46623 15.625000 57.625000 0.065023 15.626174 57.588109 0.085736 42.324554 0
46636 13.125000 58.069302 -0.125000 13.118263 58.088430 -0.127728 20.462257 0
46637 13.125000 58.125000 -0.044199 13.109007 58.170585 -0.049858 48.639673 0
46647 15.625000 58.125000 0.049859 15.626224 58.116258 0.054347 9.903076 0
46657 13.375000 58.625000 0.043770 13.382526 58.597398 0.046169 28.710442 0
46663 14.875000 58.625000 0.042390 14.876401 58.621885 0.043092 3.487006 0
46691 14.875000 59.375000 0.030317 14.878770 59.366170 0.032120 9.769295 0
46726 52.375000 56.625000 2.735340 51.824879 56.546773 2.671601 559.299043 0
46727 52.125000 56.625000 2.740730 51.581773 56.577571 2.664958 550.532936 0
46728 52.375000 56.875000 2.699100 51.837321 56.828826 2.620711 545.321395 0
46734 52.375000 57.125000 2.730090 51.838091 57.056587 2.660921 545.651669 0
46736 52.375000 57.375000 0.184959 51.836741 57.278174 0.119979 550.745513 0
46740 52.375000 57.625000 0.206888 51.842229 57.530899 0.139552 545.192291 0
46741 52.125000 57.625000 0.187450 51.592194 57.539878 0.125122 543.150554 0
46744 52.375000 57.875000 0.206513 51.847481 57.780448 0.142226 539.767746 0
46746 52.375000 57.875000 2.715040 51.854450 57.802409 2.647087 529.961572 0
46748 52.375000 58.125000 0.198784 51.855070 58.037733 0.137562 530.745303 0
46750 52.375000 58.125000 2.860910 51.844988 57.995957 2.818656 547.129209 0
46752 52.375000 58.375000 0.183916 51.874212 58.319666 0.136823 506.032009 0
46755 52.375000 58.291302 2.875000 51.847214 58.160518 2.836837 545.086628 0
46756 52.375000 58.375000 2.878230 51.862570 58.290167 2.815818 523.141255 0
46761 52.375000 58.389801 2.875000 51.867081 58.319628 2.805578 517.421698 0
46772 52.375000 59.375000 0.161819 51.916265 59.330516 0.126295 462.253661 0
46773 52.125000 59.375000 0.186355 51.662251 59.328771 0.139183 467.438646 0
46782 52.375000 59.875000 0.165786 51.925071 59.818045 0.125413 455.313540 0
46783 52.125000 59.875000 0.192287 51.657215 59.807830 0.137113 475.793169 0
46787 52.625000 56.375000 2.723970 52.061283 56.244858 2.676219 580.511764 0
46797 52.625000 57.875000 0.178534 52.101052 57.819188 0.136586 528.579592 0
46801 52.625000 58.125000 0.180485 52.107032 58.050528 0.129140 525.807378 0
46802 52.625000 58.125000 2.597240 52.105096 58.026667 2.538810 532.337724 0
46803 52.565300 58.125000 2.625000 52.039961 58.004971 2.574762 541.213359 0
46804 52.625000 58.375000 0.210421 52.106778 58.255303 0.135853 537.067475 0
46805 52.625000 58.197399 2.625000 52.107373 58.103571 2.565149 529.456278 0
46808 52.625000 58.625000 0.203245 52.116594 58.532814 0.143238 520.168838 0
46812 52.625000 59.125000 0.185377 52.133379 59.048513 0.132079 500.382190 0
46814 52.625000 59.375000 0.185486 52.140454 59.298172 0.134145 493.278039 0
46822 52.875000 56.875000 2.741780 52.331817 56.815281 2.662207 552.218846 0
46826 52.875000 57.375000 0.162871 52.320525 57.329381 0.128745 557.393803 0
46827 52.875000 57.375000 2.657920 52.334660 57.240940 2.614988 558.374447 0
46828 52.875000 57.625000 0.181583 52.340030 57.548461 0.129705 542.902067 0
46830 52.875000 57.875000 0.183157 52.346415 57.789504 0.129282 538.158526 0
46833 52.875000 58.125000 0.184898 52.350790 58.051527 0.136501 531.542169 0
46835 52.875000 58.375000 0.188794 52.358538 58.319916 0.145903 521.158966 0
46838 52.875000 58.625000 0.197221 52.367342 58.523274 0.134146 521.578014 0
46840 52.875000 58.625000 2.657870 52.361729 58.499124 2.611205 530.537337 0
46841 52.875000 58.875000 0.199436 52.372070 58.780173 0.140843 515.134819 0
46843 52.875000 59.125000 0.202517 52.377106 59.025273 0.142266 511.345721 0
46845 52.875000 59.375000 0.206467 52.382608 59.272289 0.143002 506.978094 0
46849 52.875000 59.625000 0.196022 52.395514 59.557581 0.149580 486.424990 0
46852 52.875000 59.875000 0.180897 52.404645 59.812691 0.139816 476.239718 0
46855 53.125000 56.269501 0.125000 52.557443 56.217572 0.073925 572.211245 0
46857 53.125000 56.625000 2.827800 52.574429 56.571568 2.742804 559.649646 0
46871 53.125000 58.125000 0.186843 52.594945 58.066836 0.141484 535.162560 0
46873 53.125000 58.125000 2.710710 52.606211 58.028833 2.644607 531.751824 0
46877 53.125000 58.625000 0.185439 52.609457 58.556901 0.138653 522.121175 0
46881 53.125000 58.875000 0.186959 52.618311 58.810396 0.139759 512.967553 0
46887 53.125000 59.375000 0.161927 52.624521 59.323920 0.131409 504.003344 0
46891 53.125000 59.875000 0.174352 52.641435 59.821706 0.145496 487.347506 0
46892 53.125000 59.875000 2.545800 52.649702 59.796146 2.475442 486.905411 0
46900 53.375000 56.625000 2.920600 52.822081 56.539820 2.848048 564.127020 0
46903 53.375000 56.875000 2.949160 52.830380 56.779541 2.884985 556.634739 0
46905 53.242699 57.125000 2.875000 52.699331 56.989442 2.826626 562.107695 0
46906 53.375000 57.125000 2.945900 52.832918 56.993765 2.895750 559.991210 0
46907 53.375000 57.375000 0.169226 52.840900 57.259686 0.107292 549.905317 0
46909 53.375000 57.375000 2.943760 52.838804 57.226466 2.905147 557.726982 0
46912 53.375000 57.625000 2.839090 52.844584 57.510411 2.781133 545.738341 0
46914 53.375000 57.875000 2.837580 52.852243 57.777670 2.773520 535.585391 0
46916 53.375000 58.125000 2.802990 52.856211 58.019295 2.740530 533.120026 0
46919 53.375000 58.375000 2.792880 52.860116 58.247358 2.740510 533.048004 0
46923 53.375000 58.625000 2.775630 52.866849 58.512304 2.717433 523.740866 0
46926 53.375000 58.875000 2.771160 52.876905 58.795148 2.701540 509.236215 0
46927 53.375000 59.125000 0.177153 52.877949 59.013270 0.116151 513.092823 0
46929 53.375000 59.125000 2.775610 52.877185 59.007492 2.719411 514.574226 0
46942 53.586399 56.375000 1.125000 53.032729 56.236662 1.068388 573.491740 0
46943 53.582001 56.375000 1.375000 53.044006 56.210396 1.331502 564.292187 0
46954 53.625000 56.625000 0.933030 53.052099 56.565579 0.865670 579.899932 0
46956 53.625000 56.625000 1.306930 53.076818 56.489146 1.251296 567.499056 0
46992 53.625000 58.375000 0.180473 53.102728 58.284206 0.126124 532.884242 0
46999 53.625000 59.071899 2.875000 53.126963 58.947824 2.820386 516.156618 0
47008 53.625000 59.875000 2.776710 53.147532 59.796857 2.698603 490.084761 0
47012 53.667900 56.875000 0.375000 53.135184 56.700826 0.309851 564.240886 0
47023 53.741699 57.125000 1.125000 53.208135 56.983655 1.069623 554.739259 0
47027 53.727402 57.125000 2.125000 53.191648 56.971704 2.080435 559.033193 0
47036 53.875000 57.375000 1.794410 53.350076 57.184598 1.756230 559.692202 0
47059 53.875000 57.699402 1.375000 53.351328 57.548449 1.321575 547.607177 0
47092 53.875000 59.875000 0.154041 53.383006 59.788586 0.103337 502.091553 0
47108 53.941799 57.125000 1.625000 53.400850 56.994906 1.566352 559.454977 0
47128 53.894901 58.125000 0.375000 53.373965 58.012326 0.315414 536.301894 0
47131 53.905899 58.125000 1.125000 53.389113 57.990315 1.067081 537.179820 0
47155 54.047001 58.875000 0.375000 53.556676 58.699013 0.310110 524.977190 0
47158 54.020302 58.875000 1.125000 53.530385 58.712698 1.073438 518.670688 0
47182 54.125000 59.375000 1.314580 53.651274 59.195133 1.270991 508.594245 0
47183 54.123600 59.375000 1.375000 53.647492 59.201997 1.330566 508.511125 0
47190 54.125000 59.421200 0.625000 53.655755 59.232815 0.564805 509.217858 0
47191 54.125000 59.381001 1.375000 53.651167 59.201931 1.332671 508.306350 0
47222 54.181900 59.625000 1.375000 53.693319 59.503497 1.312955 507.271160 0
47236 52.375000 60.125000 0.173492 51.907699 60.046089 0.117694 477.190514 0
47237 52.125000 60.125000 0.178849 51.689719 60.077053 0.135062 440.097201 0
47297 16.375000 59.875000 0.065047 16.374548 59.873480 0.066197 1.958738 0
47307 17.625000 59.875000 0.085265 17.630785 59.880335 0.083410 8.084872 0
47310 16.875000 56.375000 0.026460 16.880357 56.382700 0.025076 9.481824 0
47320 17.125000 57.125000 0.100214 17.134068 57.133327 0.097929 12.521825 0
47323 16.875000 57.375000 0.066569 16.891454 57.390822 0.061179 23.454718 0
47324 17.125000 57.375000 0.081956 17.111774 57.362405 0.084958 18.508697 0
47327 16.875000 57.625000 0.071357 16.856769 57.609322 0.077173 24.738341 0
47328 17.125000 57.625000 0.081165 17.127158 57.625362 0.080177 2.401138 0
47332 17.125000 57.875000 0.084164 17.092148 57.845807 0.092851 44.798830 0
47336 17.125000 58.125000 0.080260 17.156359 58.152873 0.070882 42.991387 0
47340 17.125000 58.375000 0.068906 17.111703 58.364438 0.072851 17.433885 0
47343 16.875000 58.625000 0.045065 16.848145 58.605136 0.057892 35.780687 0
47345 17.375000 58.625000 0.102139 17.350531 58.600021 0.107643 35.397546 0
47348 16.875000 58.875000 0.048115 16.834731 58.845225 0.069143 54.316743 0
47349 17.125000 58.875000 0.056736 17.127263 58.877221 0.055613 3.364232 0
47350 17.375000 58.875000 0.093853 17.382248 58.882144 0.091663 10.410018 0
47359 17.125000 59.375000 0.069421 17.111624 59.364754 0.074777 17.680137 0
47360 17.375000 59.375000 0.074389 17.381238 59.380188 0.072128 8.422993 0
47361 16.375000 59.625000 0.037179 16.360268 59.569400 0.071573 67.017563 0
47365 17.375000 59.625000 0.072910 17.367035 59.618714 0.075302 10.424971 0
47404 49.875000 50.695801 -0.125000 49.205177 50.694559 -0.180658 672.132710 0
47797 50.375000 50.875000 0.085391 49.695401 50.834001 0.025001 683.507626 0
47806 13.875000 60.788601 0.125000 13.872840 60.798712 0.124141 10.374414 0
47808 13.625000 60.659401 0.125000 13.625282 60.706265 0.122962 46.909380 0
47810 13.875000 61.125000 0.366814 13.877774 61.117257 0.366882 8.225448 0
47811 13.797800 61.125000 0.375000 13.792046 61.140878 0.374304 16.902958 0
47812 13.625000 61.079899 0.375000 13.628698 61.071596 0.375090 9.089801 0
47813 13.625000 61.125000 0.381051 13.639724 61.085143 0.381938 42.499128 0
47817 13.875000 61.135799 0.375000 13.883325 61.109906 0.375514 27.203736 0
47820 13.875000 61.375000 0.563637 13.878815 61.368157 0.563286 7.842946 0
47822 13.660700 61.125000 1.375000 13.665547 61.115044 1.372702 11.309036 0
47824 13.875000 61.447800 0.625000 13.874591 61.450742 0.624827 2.975491 0
47831 14.125000 60.786201 0.125000 14.123432 60.820560 0.123151 34.444238 0
47832 14.125000 60.875000 0.169875 14.117455 60.894452 0.168005 20.947556 0
47833 14.125000 61.125000 0.314419 14.125572 61.122602 0.314321 2.467290 0
47834 14.125000 61.228401 0.375000 14.119586 61.243299 0.374343 15.865029 0
47836 14.125000 61.625000 0.546473 14.129878 61.610880 0.546143 14.942775 0
47839 14.125000 61.790501 0.625000 14.131758 61.762790 0.624249 28.533425 0
47842 14.125000 61.875000 0.643053 14.135180 61.836940 0.641911 39.414864 0
47849 14.125000 62.875000 0.751313 14.129255 62.851194 0.750318 24.203719 0
47855 14.125000 63.117298 0.875000 14.123878 63.119294 0.874946 2.290397 0
47856 14.125000 63.125000 0.965617 14.123631 63.131074 0.965796 6.229024 0
47863 14.375000 60.875000 0.179157 14.368881 60.896441 0.177259 22.377697 0
47867 14.375000 61.625000 0.477043 14.375811 61.625698 0.476809 1.095502 0
47868 14.375000 61.875000 0.551832 14.381481 61.858206 0.551438 18.005213 0
47869 14.210000 61.875000 0.625000 14.202892 61.894172 0.625314 20.450028 0
47876 14.375000 63.125000 0.820233 14.370157 63.137659 0.820901 13.570160 0
47877 14.208900 63.125000 0.875000 14.205593 63.137283 0.875550 12.732341 0
47878 14.375000 63.171001 0.875000 14.374280 63.174520 0.874945 3.591975 0
47880 14.375000 63.375000 0.975759 14.378628 63.357243 0.974218 18.189557 0
47891 14.625000 60.625000 0.131973 14.621502 60.644619 0.130226 20.004810 0
47896 14.625000 60.875000 0.173203 14.610282 60.908877 0.169218 37.150555 0
47902 14.625000 61.875000 0.281128 14.620351 61.885984 0.280202 11.963415 0
47923 14.600700 63.125000 0.375000 14.580398 63.167181 0.373275 46.843975 0
47927 14.490100 63.375000 0.875000 14.489493 63.375901 0.874851 1.096833 0
47928 14.625000 63.375000 0.731111 14.593847 63.434017 0.734972 66.846119 0
47998 15.625000 62.125000 2.782790 15.624853 62.124938 2.782755 0.163745 0
48000 15.875000 62.125000 2.842580 15.874873 62.115127 2.837261 11.215176 0
48005 15.875000 62.116501 2.875000 15.875122 62.112022 2.872075 5.351272 0
48330 15.965700 62.625000 -0.125000 15.980567 62.562584 -0.107598 66.479745 0
48368 14.875000 64.125000 0.027168 14.871219 64.133650 0.025823 9.536048 0
48377 13.875000 60.375000 0.030083 13.890612 60.338937 0.034347 39.528023 0
48382 15.125000 60.375000 0.030946 15.130325 60.362583 0.033524 13.754185 0
48385 13.625000 60.625000 0.117080 13.631449 60.609119 0.118242 17.179865 0
48387 13.875000 60.625000 0.071229 13.877010 60.614464 0.071792 10.741174 0
48388 14.125000 60.625000 0.084407 14.115477 60.658234 0.081114 34.728369 0
